name,sort_num,sort_letter,contour_path,units,w,h,d,criss_cross,layer_final_geom,layer_derived_curves,layer_original_curves,layer_scaled_curve,layer_curve_bbox,layer_images,picture_path,img_w,img_h,min_x,min_z,max_x,max_z,left_margin,right_margin,top_margin,bottom_margin
214,214,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/214_silhouette_contour.svg,cm,14.1,36.9,14.1,TRUE,Item_214::Final_Geom,Item_214::Face_Curves,Item_214::Original_Curve,AutoCAD::Item_214::Scaled_Curve,AutoCAD::Item_214::Curve_Bbox,Item_214::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/214_silhouette.png,271,770,1,0,270,769,1,0,0,0
215,215,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/215_silhouette_contour.svg,cm,7,20.9,7,TRUE,Item_215::Final_Geom,Item_215::Face_Curves,Item_215::Original_Curve,AutoCAD::Item_215::Scaled_Curve,AutoCAD::Item_215::Curve_Bbox,Item_215::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/215_silhouette.png,245,766,0,1,243,765,0,1,1,0
216,216,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/216_silhouette_contour.svg,cm,14.5,19.4,9.3,TRUE,Item_216::Final_Geom,Item_216::Face_Curves,Item_216::Original_Curve,AutoCAD::Item_216::Scaled_Curve,AutoCAD::Item_216::Curve_Bbox,Item_216::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/216_silhouette.png,426,527,1,0,424,526,1,1,0,0
219,219,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/219_silhouette_contour.svg,cm,21.6,5.1,5.1,FALSE,Item_219::Final_Geom,Item_219::Face_Curves,Item_219::Original_Curve,AutoCAD::Item_219::Scaled_Curve,AutoCAD::Item_219::Curve_Bbox,Item_219::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/219_silhouette.png,786,250,0,0,785,248,0,0,0,1
230,230,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/230_silhouette_contour.svg,cm,26.7,1.9,1.9,FALSE,Item_230::Final_Geom,Item_230::Face_Curves,Item_230::Original_Curve,AutoCAD::Item_230::Scaled_Curve,AutoCAD::Item_230::Curve_Bbox,Item_230::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/230_silhouette.png,763,461,0,1,762,460,0,0,1,0
234,234,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/234_silhouette_contour.svg,cm,17.9,25,17.9,TRUE,Item_234::Final_Geom,Item_234::Face_Curves,Item_234::Original_Curve,AutoCAD::Item_234::Scaled_Curve,AutoCAD::Item_234::Curve_Bbox,Item_234::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/234_silhouette.png,240,235,1,2,239,234,1,0,2,0
235,235,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/235_silhouette_contour.svg,cm,17.5,17.7,17.5,TRUE,Item_235::Final_Geom,Item_235::Face_Curves,Item_235::Original_Curve,AutoCAD::Item_235::Scaled_Curve,AutoCAD::Item_235::Curve_Bbox,Item_235::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/235_silhouette.png,663,773,0,0,662,772,0,0,0,0
236,236,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/236_silhouette_contour.svg,cm,13,38.1,13,TRUE,Item_236::Final_Geom,Item_236::Face_Curves,Item_236::Original_Curve,AutoCAD::Item_236::Scaled_Curve,AutoCAD::Item_236::Curve_Bbox,Item_236::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/236_silhouette.png,462,761,2,0,460,760,2,1,0,0
260,260,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/260_silhouette_contour.svg,in,9,12.5,1,FALSE,Item_260::Final_Geom,Item_260::Face_Curves,Item_260::Original_Curve,AutoCAD::Item_260::Scaled_Curve,AutoCAD::Item_260::Curve_Bbox,Item_260::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/260_silhouette.png,1600,1291,0,0,1599,1290,0,0,0,0
270,270,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/270_silhouette_contour.svg,cm,19.2,30.5,3,FALSE,Item_270::Final_Geom,Item_270::Face_Curves,Item_270::Original_Curve,AutoCAD::Item_270::Scaled_Curve,AutoCAD::Item_270::Curve_Bbox,Item_270::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/270_silhouette.png,568,886,0,0,567,885,0,0,0,0
271a,271,a,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/271a_silhouette_contour.svg,cm,7,9.5,1,FALSE,Item_271a::Final_Geom,Item_271a::Face_Curves,Item_271a::Original_Curve,AutoCAD::Item_271a::Scaled_Curve,AutoCAD::Item_271a::Curve_Bbox,Item_271a::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/271a_silhouette.png,273,357,0,0,272,356,0,0,0,0
271b,271,b,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/271b_silhouette_contour.svg,cm,7,9.5,1,FALSE,Item_271b::Final_Geom,Item_271b::Face_Curves,Item_271b::Original_Curve,AutoCAD::Item_271b::Scaled_Curve,AutoCAD::Item_271b::Curve_Bbox,Item_271b::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/271b_silhouette.png,286,357,0,2,284,356,0,1,2,0
272a,272,a,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/272a_silhouette_contour.svg,cm,15.1,21.1,3,FALSE,Item_272a::Final_Geom,Item_272a::Face_Curves,Item_272a::Original_Curve,AutoCAD::Item_272a::Scaled_Curve,AutoCAD::Item_272a::Curve_Bbox,Item_272a::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/272a_silhouette.png,242,336,0,2,241,333,0,0,2,2
272b,272,b,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/272b_silhouette_contour.svg,cm,15.1,21.1,3,FALSE,Item_272b::Final_Geom,Item_272b::Face_Curves,Item_272b::Original_Curve,AutoCAD::Item_272b::Scaled_Curve,AutoCAD::Item_272b::Curve_Bbox,Item_272b::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/272b_silhouette.png,257,356,0,1,256,355,0,0,1,0
273a,273,a,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/273a_silhouette_contour.svg,cm,20.5,26,3,FALSE,Item_273a::Final_Geom,Item_273a::Face_Curves,Item_273a::Original_Curve,AutoCAD::Item_273a::Scaled_Curve,AutoCAD::Item_273a::Curve_Bbox,Item_273a::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/273a_silhouette.png,206,280,0,0,205,279,0,0,0,0
273b,273,b,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/273b_silhouette_contour.svg,cm,20.5,26,3,FALSE,Item_273b::Final_Geom,Item_273b::Face_Curves,Item_273b::Original_Curve,AutoCAD::Item_273b::Scaled_Curve,AutoCAD::Item_273b::Curve_Bbox,Item_273b::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/273b_silhouette.png,213,275,0,0,211,274,0,1,0,0
274,274,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/274_silhouette_contour.svg,cm,13,19,3,FALSE,Item_274::Final_Geom,Item_274::Face_Curves,Item_274::Original_Curve,AutoCAD::Item_274::Scaled_Curve,AutoCAD::Item_274::Curve_Bbox,Item_274::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/274_silhouette.png,850,604,0,0,849,603,0,0,0,0
275,275,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/275_silhouette_contour.svg,cm,20,20,20,FALSE,Item_275::Final_Geom,Item_275::Face_Curves,Item_275::Original_Curve,AutoCAD::Item_275::Scaled_Curve,AutoCAD::Item_275::Curve_Bbox,Item_275::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/275_silhouette.png,1310,866,0,0,1309,863,0,0,0,2
276,276,,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Contours/276_silhouette_contour.svg,cm,20,20,20,FALSE,Item_276::Final_Geom,Item_276::Face_Curves,Item_276::Original_Curve,AutoCAD::Item_276::Scaled_Curve,AutoCAD::Item_276::Curve_Bbox,Item_276::Images,/Users/polinastepanova/Desktop/Work_2025-2026/LGA_Work/JM6/Silhouettes/Offit Modified/Offit Silhouettes/Combined/276_silhouette.png,516,754,0,1,515,753,0,0,1,0
